,NC Number,Initiation Date,Initial Failure Mode,Disposition,Lot Number,Dispositioned Quantity,Product,Client Name,,Department,Disposition Completed,Disposition in Execution,Closed Date,Disposition Completed Date,ea Cost,Cost,IFM Description,IFM Inspection,IFM Process,Created Date,Discovery/Plant Area,Root Cause,Root Cause Description,Status,Value Stream
498,NC-IL081-10155,2019-03-19 00:00:00,PR-Labeling Incorrect,Return to Vendor,341130/350230,41694,RM177,Jadcore Llc,,Quality,Yes,Yes,2019-03-28 16:13:32.457000,2019-03-25 00:00:00,0.0,0.0,Not Found,Not Found,Not Found,2019-03-19,Incoming Inspection,Process/Method,Process/Method. Salesman cloned and old order and did not enter a new order. This carried the old PO# forward to the new order.,CLOSED,
499,NC-IL081-10414,2019-03-26 00:00:00,PR-Labeling Incorrect,Return to Vendor,CL50026856,144000,RM001,"Total Petrochemicals Usa, Inc.",,Quality,Yes,Yes,2019-09-04 13:13:19.153000,2019-04-08 00:00:00,0.1,14400.0,Not Found,Not Found,Not Found,2019-03-26,Incoming Inspection,Human Error,Human Error. Account Coordinator entered incorrect customer PO on the order.,CLOSED,
500,NC-IL081-11184,2019-04-16 00:00:00,Visual- Water in package/on tip,Return to Vendor,19D12-1,90000,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2019-07-02 13:15:56.437000,2019-04-29 00:00:00,0.0,0.0,Visual- Water in package/on tip,,,2019-04-16,STT,Documentation,Documentation. The Lot card form used by the operators was insufficient (lacking detailed information that can affect part quality),CLOSED,Syringe
501,NC-IL081-15677,2019-09-05 00:00:00,PR-- Wrong Material,Return to Vendor,,300000,5241005_28CM,Buckeye Business Products Inc.,,Quality,Yes,Yes,2019-10-10 15:31:54.127000,2019-09-12 00:00:00,,,Not Found,Not Found,Not Found,2019-09-05,PR-Incoming Non-Conforming Material,PR-Training,"Training-MEDMFGPR- Due to a lack of training by Buckeye to fully understand the part numbers and the RMPS numbers, we (Buckeye) overlooked the difference between the part number 5241005 used for the rolled labels used in Crystal Lake and the part number of 5241005-29DL used in Deland for the fan fold labels. We had recently sent an order of these to Deland, so when this order was received for Crystal Lake, we thought it was for the same fanfold labels, which was an error.",CLOSED,
502,NC-IL081-16483,2019-09-30 00:00:00,Visual- Water in package/on tip,Return to Vendor,19J27-7-13,2319500,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2019-10-10 15:30:53.813000,2019-10-07 00:00:00,0.0,0.0,Visual- Water in package/on tip,,,2019-09-30,INC,pr-undetermined,PR-Undetermined-MEDMFGPR,CLOSED,Syringe
503,NC-IL081-16483,2019-09-30 00:00:00,Visual- Water in package/on tip,Scrap,19J27-7-13,500,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2019-10-10 15:30:53.813000,2019-10-09 00:00:00,0.0,0.0,Visual- Water in package/on tip,,,2019-09-30,INC,pr-undetermined,PR-Undetermined-MEDMFGPR,CLOSED,Syringe
504,NC-IL081-16706,2019-10-07 00:00:00,Visual- Water in package/on tip,Return to Vendor,19K04-1-12,4320000,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2019-10-14 18:55:26.887000,2019-10-11 00:00:00,0.0,0.0,Visual- Water in package/on tip,,,2019-10-07,INC,PR-Undetermined,PR-Undetermined-MEDMFGPR. To be documented in SCAR CAPA-IL081-01268,CLOSED,Syringe
505,NC-IL081-16928,2019-10-14 00:00:00,Visual- Water in package/on tip,Return to Vendor,19K11-1-12,4320000,4001204,"Kokoku Rubber, Inc.",,Quality,Yes,Yes,2019-10-28 19:18:50.053000,2019-10-18 00:00:00,0.0,0.0,Visual- Water in package/on tip,,,2019-10-14,INC,PR-Undetermined,PR-Undetermined-MEDMFGPR,CLOSED,Syringe
506,NC-IL081-17041,2019-10-16 00:00:00,SFF-SA-V-Particulate 1,Return to Vendor,18K10263X,1,4502570,,,Quality,Yes,Yes,2019-11-15 15:36:58.970000,2019-11-15 00:00:00,0.1,0.1,Particulate Type 1: Blood on product (No Defects Allowed),,,2019-10-16,,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
507,NC-IL081-17041,2019-10-16 00:00:00,SFF-SA-V-Particulate 1,Return to Vendor,18K10663X,1,4502570,,,Quality,Yes,Yes,2019-11-15 15:36:58.970000,2019-11-15 00:00:00,0.1,0.1,Particulate Type 1: Blood on product (No Defects Allowed),,,2019-10-16,,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
508,NC-IL081-17041,2019-10-16 00:00:00,SFF-SA-V-Particulate 1,Return to Vendor,18J10663X,1,4502570,,,Quality,Yes,Yes,2019-11-15 15:36:58.970000,2019-11-15 00:00:00,0.1,0.1,Particulate Type 1: Blood on product (No Defects Allowed),,,2019-10-16,,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
509,NC-IL081-17041,2019-10-16 00:00:00,SFF-SA-V-Particulate 1,Return to Vendor,18J17063X,1,4502570,,,Quality,Yes,Yes,2019-11-15 15:36:58.970000,2019-11-15 00:00:00,0.1,0.1,Particulate Type 1: Blood on product (No Defects Allowed),,,2019-10-16,,PR-Not Applicable,Not Applicable-MEDMFGPR,CLOSED,Syringe
510,NC-IL081-20425,2020-02-17 00:00:00,Visual- Contamination (not for rubber tips),Return to Vendor,19002297019042D,25200,5000231,Smurfit Kappa Bates,,Quality,Yes,Yes,2020-03-26 20:33:09.500000,2020-03-26 00:00:00,0.1,2520.0,Visual- Contamination (not for rubber tips),,,2020-02-17,INC,Failure to Follow Procedures/Policies,Failure to Follow Procedures/Policies- Operator failed to clean draw rollers prior to production run.,CLOSED,
511,NC-IL081-07336,2019-01-08 00:00:00,SFF-M-D-Dimensional,Rework,123456789,10,8881512878,,,Administrative,Yes,Yes,,2019-01-11 00:00:00,102.1,1021.0,Dimensional Out of Spec,,,2019-01-08,,Adhesive Dispense Time Too High,Adhesive Dispense Time Too High,VOID,Syringe
512,NC-IL081-07711,2019-01-17 00:00:00,SFF-SPIC-V-Labeling/Print 1,Rework,19A22163X,85,8881907003,,,Quality,Yes,Yes,2019-03-25 20:25:03.513000,2019-01-18 00:00:00,85.5,7267.5,Lot Number and Expiration Date (where applicable) is incomplete or missing,,,2019-01-17,S7P,Human Error,Human Error,CLOSED,Syringe
513,NC-IL081-08057,2019-01-27 00:00:00,CFF-V-Incorrect Items,Rework,18K19063,160,47PSS,,,Quality,Yes,Yes,2019-04-02 20:59:36.513000,2019-04-01 00:00:00,,,Incorrect IFU/Absorbent pads/Other Kit items/Other Labels in the Overshipper Box,Visual,Assembly,2019-01-27,C80,Human Error,Root Cause: Human Error\nThe Manufacturing Associate failed to follow Standard Work FS10026366 and failed to place the required amount of instruction sheets in each finished good case.,CLOSED,
514,NC-IL081-08816,2019-02-13 00:00:00,CFF-V-Incorrect Items,Rework,18L19463,900,8850,,,Quality,Yes,Yes,2019-04-10 19:44:15.213000,2019-04-10 00:00:00,43.0,38700.0,Incorrect IFU/Absorbent pads/Other Kit items/Other Labels in the Overshipper Box,Visual,Assembly,2019-02-13,C74,Human Error,Human Error,CLOSED,Container
515,NC-IL081-08830,2019-02-13 00:00:00,CFF-V-Quantity per Case,Rework,18K20163,560,8982CRH,,,Quality,Yes,Yes,2019-05-20 20:09:17.163000,2019-05-01 00:00:00,44.0,24640.0,Missing product (Containers/Lids/IFU/Other Kit items/Other Labels),Visual,Assembly,2019-02-13,C31,Human Error,The Manufacturing Associate failed to follow Standard Work DC00008108 and failed to place the required absorbent pad pack in each finished good case.,CLOSED,Container
516,NC-IL081-08976,2019-02-16 00:00:00,CFF-V-Packaging 1,Rework,18K24363,420,8920SA,,,Quality,Yes,Yes,2019-03-27 20:25:44.223000,2019-03-27 00:00:00,94.4,39648.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-02-16,C43C,Human Error,Human Error,CLOSED,Container
517,NC-IL081-09232,2019-02-22 00:00:00,CFF-V-Packaging 1,Rework,19B26263,5300,8979C,,,Quality,Yes,Yes,2019-06-19 18:49:47.147000,2019-06-17 00:00:00,34.1,180730.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-02-23,C31,Human Error,Per standard work DC00047470 operator failed to place dividers and inserts into finished goods box,CLOSED,Container
518,NC-IL081-09530,2019-03-03 00:00:00,SFF-SPBP-V-Labeling/Print 1,Rework,19B14663X,122000,4502570,,,Quality,Yes,Yes,2019-03-22 18:36:51.670000,2019-03-17 00:00:00,0.1,12200.0,Missing Lot Number /Label,,,2019-03-03,S6P,"Lot number, expiry, UDI; missing/incorrect/not legible","Lot number, expiry, UDI; missing/incorrect/not legible",CLOSED,Syringe
519,NC-IL081-09563,2019-03-04 00:00:00,CFF-V-Label Verification and Barcode Verification 16,Rework,19BB25963,130,8934CRS,,,Quality,Yes,Yes,2019-03-27 19:21:03.103000,2019-03-08 00:00:00,78.2,10166.0,BH - Wrinkled labels,Visual,Labeling,2019-03-04,C67,CFF-V-Label Verification and Barcode Verification 16,,CLOSED,Container
520,NC-IL081-09645,2019-03-05 00:00:00,"CFF-V-Flash (Non-Functional Area), Gate",Rework,19B28463,111,8930SA,,,Quality,Yes,Yes,2019-04-10 18:30:54.040000,2019-03-14 00:00:00,47.1,5228.1,Sharp Flash; Surfaces A & B: greater than or equal to 0.080”; Surface C: greater than or equal to 0.125”; All Surfaces: more than 3 locations in total,Visual,Molding,2019-03-05,C54,High Mold Temp,High Mold Temp. The thermolator temperature of valves side was higher than temperature of the thermolator of the core side. Both temperatures were within the limits.,CLOSED,Container
521,NC-IL081-09645,2019-03-05 00:00:00,"CFF-V-Flash (Non-Functional Area), Gate",Rework,19B28463,120,8930SA,,,Quality,Yes,Yes,2019-04-10 18:30:54.040000,2019-04-03 00:00:00,47.1,5652.0,Sharp Flash; Surfaces A & B: greater than or equal to 0.080”; Surface C: greater than or equal to 0.125”; All Surfaces: more than 3 locations in total,Visual,Molding,2019-03-05,C54,High Mold Temp,High Mold Temp. The thermolator temperature of valves side was higher than temperature of the thermolator of the core side. Both temperatures were within the limits.,CLOSED,Container
522,NC-IL081-09668,2019-03-06 00:00:00,CFF-V-Label Verification and Barcode Verification 13,Rework,19B28463,210,8930SA,,,Quality,Yes,Yes,2019-04-05 22:14:48.507000,2019-03-06 00:00:00,47.1,9891.0,OS - Wrong label,Visual,Labeling,2019-03-06,C54,Human Error,Human Error,CLOSED,Container
523,NC-IL081-09928,2019-03-12 00:00:00,CFF-V-Packaging 1,Rework,19B17363,300,1522SA,,,Quality,Yes,Yes,2019-03-27 19:38:07.953000,2019-03-27 00:00:00,33.5,10050.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-03-12,C43B,Human Error,Human Error,CLOSED,Container
524,NC-IL081-10114,2019-03-18 00:00:00,CFF-V-Packaging 1,Rework,19A26963,500,851301,,,Quality,Yes,Yes,2019-04-10 19:18:18.177000,2019-04-10 00:00:00,51.2,25600.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-03-18,C32,Human Error,Human Error,CLOSED,Container
525,NC-IL081-10120,2019-03-18 00:00:00,CFF-V-Quantity per Case,Rework,19B22863,504,8605U,,,Quality,Yes,Yes,2019-04-29 19:23:36.790000,2019-04-29 00:00:00,58.1,29282.4,Missing product (Containers/Lids/IFU/Other Kit items/Other Labels),Visual,Assembly,2019-03-18,C89,Human Error,Human Error,CLOSED,Container
526,NC-IL081-10237,2019-03-21 00:00:00,CFF-V-Quantity per Case,Rework,19B23763,80,8611U,,,Quality,Yes,Yes,2019-07-22 18:33:39.527000,2019-07-22 00:00:00,39.6,3168.0,Missing product (Containers/Lids/IFU/Other Kit items/Other Labels),Visual,Assembly,2019-03-21,C67,Human Error,Human Error,CLOSED,Container
527,NC-IL081-10248,2019-03-21 00:00:00,CFF-V-Packaging 1,Rework,19B17463,,1522SA,,,Quality,Yes,Yes,2019-03-27 20:20:37.573000,2019-03-27 00:00:00,33.5,,Product is not packaged as per packaging standards,Visual,Assembly,2019-03-21,C43B,Human Error,Human Error,CLOSED,Container
528,NC-IL081-10319,2019-03-23 00:00:00,SFF-PPSP-V-Labeling/Print 4,Rework,19C04063X,144,8881512878,,,Quality,Yes,Yes,2019-04-15 19:08:06.483000,2019-04-15 00:00:00,102.1,14702.4,Fails UDI Grade Test,,,2019-03-23,S3P,Bracket,,CLOSED,Syringe
529,NC-IL081-10397,2019-03-26 00:00:00,CFF-V-Packaging 1,Rework,19B20863,120,31378089,,,Quality,Yes,Yes,2019-04-29 19:45:11.123000,2019-04-29 00:00:00,50.1,6012.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-03-26,C52,Human Error,Human Error,CLOSED,Container
530,NC-IL081-10873,2019-04-07 00:00:00,CFF-V-Label Verification and Barcode Verification 2,Rework,19B50363,535,V8870,,,Quality,Yes,Yes,2019-09-09 18:37:45.630000,2019-06-19 00:00:00,45.0,24075.0,BH - Bad/Missing label print,Visual,Labeling,2019-04-07,C52,Process/Method,Process/Method-The method used to verify the formatting of the information was not present at the time of this printer programming. At the time of this defect the labeling system was still on the Medtronic server / network and the information was able to be manually entered . The Medtronic server and network did not provide a verification system that would have caught the extra digit being programmed into the system. Upgrades to the label printing software were scheduled to be implemented after the Cardinal transition. Since then the labeling system has been converted over to the Cardinal server and network. During that changeover changes were made to the lot# field on Bartender web site which would have prevented the lot number defect noted on this NCR. The changes verify the alpha numeric format and number of digits allowed in the lot number field.),CLOSED,Container
531,NC-IL081-11116,2019-04-13 00:00:00,CFF-V-Packaging 2,Rework,19A26063,2800,85321R,,,Quality,Yes,Yes,2019-04-29 18:56:11.263000,2019-04-29 00:00:00,29.0,81200.0,Overshipper is not packaged as per packaging standards,Visual,Assembly,2019-04-13,C80,Human Error,Human Error,CLOSED,Container
532,NC-IL081-11162,2019-04-15 00:00:00,SSF-PPSP-VLabeling/Print4,Rework,19D10363X,84960,1181200777,,,Quality,Yes,Yes,2019-05-17 21:56:14.927000,2019-04-28 00:00:00,67.9,5768784.000000001,Not Found,Not Found,Not Found,2019-04-16,S8P,Printer Malfunction,Printer Malfunction,CLOSED,Syringe
533,NC-IL081-11246,2019-04-17 00:00:00,SFF-SPBP-V-Labeling/Print 4,Rework,19D10363X,480,1181200777,,,Quality,Yes,Yes,2019-05-17 21:52:38.157000,2019-05-11 00:00:00,67.9,32592.000000000004,Expiration Date is incomplete or missing (where applicable),,,2019-04-17,S8P,Human Error,Human Error,CLOSED,Syringe
534,NC-IL081-11330,2019-04-21 00:00:00,CFF-V-Label Verification and Barcode Verification 3,Rework,19B49863,320,8997,,,Quality,Yes,Yes,2019-07-19 16:47:00.340000,2019-06-05 00:00:00,45.6,14592.0,OS - Bad/Missing label print,Visual,Labeling,2019-04-21,C56,IT/Computer Systems,"Associate used a Wi-Fi enabled labeling computer (ELS_WS07) to print over shipper label. Using Wi-Fi instead of hardwire data port connection was causing poor signal strength. As a result, transmitting data was interrupted and the printer was not receiving full data to process the label print. Partially loss of input data caused the missing GTIN print.",CLOSED,Container
535,NC-IL081-11446,2019-04-24 00:00:00,CFF-V-Packaging 1,Rework,19B30563,160,8931PG2,,,Quality,Yes,Yes,2019-07-22 19:29:37.860000,2019-07-22 00:00:00,61.7,9872.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-04-24,C67,Human Error,Human Error,CLOSED,Container
536,NC-IL081-11526,2019-04-26 00:00:00,CFF-V-Quantity per Case,Rework,19B50063,240,8997S,,,Quality,Yes,Yes,2019-06-05 18:54:42.950000,2019-06-04 00:00:00,76.1,18264.0,Missing product (Containers/Lids/IFU/Other Kit items/Other Labels),Visual,Assembly,2019-04-26,C56,Human Error,Human Error,CLOSED,Container
537,NC-IL081-11558,2019-04-27 00:00:00,CFF-V-Label Verification and Barcode Verification 10,Rework,19B09963,640,85031,,,Quality,Yes,Yes,2019-04-29 20:20:07.530000,2019-04-29 00:00:00,34.1,21824.0,BH - Missing label,Visual,Labeling,2019-04-27,C85,Human Error,Human Error,CLOSED,Container
538,NC-IL081-11731,2019-05-01 00:00:00,CFF-V-Packaging 1,Rework,19C17763,10,8935Y,,,Quality,Yes,Yes,2019-09-26 21:15:36.020000,2019-09-09 00:00:00,50.0,500.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-05-01,C67,Human Error,Human Error - The Manufacturing Associate did not follow all machine setup and operating procedures. The formula sheet for 8935Y called for the use of a scale to verify the quantities packed in the finished goods boxes at press 67 per DC00032963. The operator packed finished goods boxes without using the scale verification. It was verified that the formula sheet for 8935Y does call out for the setup and use of a scale through FM20013285.,CLOSED,Container
539,NC-IL081-12016,2019-05-09 00:00:00,CFF-V-Label Verification and Barcode Verification 3,Rework,19B22563,2240,8602RC,,,Quality,Yes,Yes,2019-07-19 17:16:03.890000,2019-06-05 00:00:00,53.7,120288.0,OS - Bad/Missing label print,Visual,Labeling,2019-05-09,C31,IT/Computer Systems,"IT/Computer Systems: Associate used a Wi-Fi enabled labeling computer (ELS_WS07) to print over shipper label. Using Wi-Fi instead of hardwire data port connection was causing poor signal strength. As a result, transmitting data was interrupted and the printer was not receiving full data to process the label print. Partially loss of input data caused the missing GTIN print.",CLOSED,Container
540,NC-IL081-12078,2019-05-10 00:00:00,"CFF-V-Flash (Non-Functional Area), Gate",Rework,19B32063,630,8939PG2,,,Quality,Yes,Yes,2019-09-03 12:52:00.370000,2019-08-27 00:00:00,61.2,38556.0,Sharp Flash; Surfaces A & B: greater than or equal to 0.080”; Surface C: greater than or equal to 0.125”; All Surfaces: more than 3 locations in total,Visual,Molding,2019-05-10,C52,Tooling/ fixture damaged,Valve gate was not shifting consistently during injection molding process and was causing the gate flash as result of protrusion. A worn-out piston cup was identified as a root cause by tool room during their mold evaluation under WO #CL-3078031.,CLOSED,Container
541,NC-IL081-12114,2019-05-13 00:00:00,CFF-V-Label Verification and Barcode Verification 3,Rework,19B35063,1120,8982CRH,,,Quality,Yes,Yes,2019-07-19 17:23:19.097000,2019-05-30 00:00:00,44.0,49280.0,OS - Bad/Missing label print,Visual,Labeling,2019-05-13,C31,IT/Computer Systems,"IT/Computer Systems: Associate used a Wi-Fi enabled labeling computer (ELS_WS07) to print over shipper label. Using Wi-Fi instead of hardwire data port connection was causing poor signal strength. As a result, transmitting data was interrupted and the printer was not receiving full data to process the label print. Partially loss of input data caused the missing GTIN print.",CLOSED,Container
542,NC-IL081-12365,2019-05-18 00:00:00,CFF-V-Packaging 1,Rework,19C12063,340,8967Y,,,Quality,Yes,Yes,2019-08-21 19:01:11.040000,2019-08-07 00:00:00,42.1,14314.0,Product is not packaged as per packaging standards,Visual,Assembly,2019-05-18,C31,Human Error,"Human Error - Associate failed to follow packaging instruction per applicable standard work document FM20007220. H-insert was not placed in a proper method during finished goods packaging. Employee skipped reading standard work and was working on “autopilot” due to familiar to the task. If the employee had read the work instruction and not assumed the method for packing the box, the H insert would have been inserted correctly)",CLOSED,Container
